Temperature,Humidity,Wind Speed,Weather Condition,Date,Time
-0.2009188455646498,-1.550457873451503,-1.0244904299159707,Partly Cloudy,2024-12-08,14:14
-1.9099541477761584,-1.1778672216918395,-0.8325919203848825,Overcast,2024-12-08,14:14
-1.6820827741479574,-1.0536703377719518,0.17487525465332973,Sunny,2024-12-08,13:55
-1.2643185891629216,-1.0536703377719518,-0.35284564655716233,Sunny,2024-12-08,13:56
-0.8845329664492532,-0.43268591817251256,1.9019618404331222,Sunny,2024-12-08,14:34
-0.6566615928210523,0.5608891531865903,3.1013275250024237,Sunny,2024-12-08,14:15
-0.694640155092419,1.8028579923854686,-1.3603128215953746,Patchy rain possible,2024-12-08,14:15
-0.46676878146421874,0.9334798049462537,-0.35284564655716233,Patchy rain possible,2024-12-08,14:13
-0.3148545323787506,-0.06009526641284901,0.7025961558638217,Sunny,2024-12-08,14:13
-0.3148545323787506,-1.4262609895316154,-0.688668038236567,Partly cloudy,2024-12-08,14:14
-0.8845329664492532,-1.3020641056117275,-0.688668038236567,Sunny,2024-12-08,14:13
-0.7326187173637864,-1.0536703377719518,-1.3603128215953746,Sunny,2024-12-08,14:13
-0.46676878146421874,-0.43268591817251256,0.030951372505013328,Sunny,2024-12-08,14:14
-0.3148545323787506,0.18829850142692667,0.17487525465332973,Sunny,2024-12-08,14:14
0.026952528063550436,0.5608891531865903,1.3742409392226302,Sunny,2024-12-08,14:13
0.026952528063550436,-0.43268591817251256,-0.8325919203848825,Sunny,2024-12-08,14:14
-0.08698315875055036,-0.8052765699321761,-0.35284564655716233,Partly cloudy,2024-12-08,13:55
-0.2768759701073846,-0.9294734538520639,-0.16094713702607408,Sunny,2024-12-08,14:14
-0.4287902191928514,-0.9294734538520639,-0.8325919203848825,Sunny,2024-12-08,14:13
-0.12496172102191638,-0.5568828020924004,0.5106976463327335,Sunny,2024-12-08,14:14
-0.049004596479182976,-0.18429215033273685,0.030951372505013328,Partly cloudy,2024-12-08,14:13
0.06493109033491781,0.6850860371064781,-0.8325919203848825,Sunny,2024-12-08,14:14
0.10290965260628385,2.423842411984908,1.5661394487537186,Patchy light rain with thunder,2024-12-08,14:13
0.7105666489481538,1.3060704567059174,-0.688668038236567,Thundery outbreaks possible,2024-12-08,14:13
0.7105666489481538,1.0576766888661415,-0.16094713702607408,Patchy rain possible,2024-12-08,14:13
0.9764165848477214,0.43669226926670235,-0.16094713702607408,Overcast,2024-12-08,14:13
1.5081164566468581,0.9334798049462537,0.5106976463327335,Sunny,2024-12-08,14:14
1.7359878302750582,0.9334798049462537,1.5661394487537186,Patchy rain possible,2024-12-08,14:14
1.9638592039032599,0.6850860371064781,0.030951372505013328,Sunny,2024-12-08,13:55
1.8879020793605263,0.6850860371064781,-0.49676952870547875,Partly cloudy,2024-12-08,14:13
2.039816328445993,0.18829850142692667,-0.49676952870547875,Sunny,2024-12-08,14:13
